YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),Notes
4422,MECHANICAL INTERFERENCE(MIN./MAX.),Links interfered between manipulators.,,Sub Code: Control group and axis,Setting error,Perform the teaching again to correct positions for manipulators so that the step where the alarm occurred is within the motion range.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4424,SPECIAL MECHANICAL INTRF(MIN./MAX.),Links interfered between manipulators.,,Sub Code: Control group and axis,Setting error,Perform the teaching again to correct positions for manipulators so that the step where the alarm occurred is within the motion range.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4426,PULSE MECHANICAL LIMIT(MIN./MAX.),The manipulator exceeded its motion limit (mechanical limit) in the negative (-) and the positive (+) direction.,,Sub Code: Control group and axis,Setting error,Perform the teaching again to correct positions for manipulators so that the step where the alarm occurred is within the motion range.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4428,SEGMENT CONTROL ERROR,An error occurred in the segment processing section that controls the arithmetic section.,1,RT-buffer control command error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,2,Segment-receiving control command error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,3,No bank priority,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,4,Answer error at MOVE simulating,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,5,The value of bank_refresh_flag(x) exceeded its limit.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,8,RT-buffer tracking option error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,9,The segment was received although the previous segment had not been sent.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4429,WRONG SPECIFIED CONTROL GROUP,An error occurred in the manipulator information at job execution.,1,Control group not designated,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,2,Slave control-group error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,3,Master control-group error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,4,Master and Slave control-group error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,5,Control-group error for a job file,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,6,Control-group error for a user coordinate file,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,7,Control-group error for a calibration file between manipulators,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,8,Control-group error for a tool calibration file,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,10,Control-group error for prereading-calculation start point (for adv_st_pos),Software operation error occurred,"(1)Reset the alarm, and re-select the job from [select job] window before starting the job again .
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,11,Control-group error for the current-value preset position,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,12,Control-group error for the conveyor prereading-calculation start point,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,13,Occupation control-group error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,15,Control-group error for servo hand,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,18,Control-group error for the prereading-calculation start point (for dm_st_pos),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,19,Control-group error for prereading-calculation start point (for dm_st_pos),Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,20,Control-group error for paint gun,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,21,Control-group error for the press synchronization prereading-calculation start point,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,22,Control-group error for HPMMVON,Setting error,"(1)Reset the alarm.
(2)Review the JOB to see if it is a control group that can be executed. ",,,,MOTION
,,,23,Control-group error for the controller synchronization prereading-calculation start point,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,24,Control-group error for the motor gun auto teaching,Software operation error occurred,The motor gun auto teaching function cannot be used in multiple gun control group.,,,,MOTION
,,,26,Control-group error for sealing gun,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,27,Control-group error for SMOOTH,Setting error,"(1)Reset the alarm.
(2)Review the JOB to see if it is a control group that can be executed. ",,,,MOTION
