YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,}•\1,}•\2,ŹÚŤ×ŕ–ľ(‹ZŹpŽŇ—p),Notes
,,,311,The received address of JL098 is unmatched with the sent address.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,312,The received buffer of JL098 is incorrect.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,410,The communications loop back value of servo I/O communications (JL098) is incorrect. (Communication loop back),Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,411,The received address of JL098 is unmatched with the sent address.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,412,The received buffer of JL098 is incorrect.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,510,The communications loop back value of servo I/O communications (JL098) is incorrect. (Communication loop back),Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,511,The received address of JL098 is unmatched with the sent address.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,512,The received buffer of JL098 is incorrect.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,610,The communications loop back value of servo I/O communications (JL098) is incorrect. (Communication loop back),Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,611,The received address of JL098 is unmatched with the sent address.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,612,The received buffer of JL098 is incorrect.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,710,The communications loop back value of servo I/O communications (JL098) is incorrect. (Communication loop back),Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
