DX200,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,ê}ï\1,ê}ï\2,è⁄ç◊ê‡ñæ(ãZèpé“óp),Notes
,,,,,YPS21 unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the YPS21 unit: If any of the following red LED indications; +5V or +24V, FAN, OHT has lighten up, replace the YPS21 unit. 
",,,,SERVO
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,1410,The communications loop back value of servo I/O communications (JL098) is incorrect. (Communication loop back),Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- EAXA21-CN515
- YIF01-CN113",,,,SERVO
,,,,,YPS21 unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the YPS21 unit: If any of the following red LED indications; +5V or +24V, FAN, OHT has lighten up, replace the YPS21 unit. 
",,,,SERVO
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,1411,The received address of JL098 is unmatched with the sent address.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- EAXA21-CN515
- YIF01-CN113",,,,SERVO
,,,,,YPS21 unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the YPS21 unit: If any of the following red LED indications; +5V or +24V, FAN, OHT has lighten up, replace the YPS21 unit. 
",,,,SERVO
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,1412,The received buffer of JL098 is incorrect.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- EAXA21-CN515
- YIF01-CN113",,,,SERVO
,,,,,YPS21 unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the YPS21 unit: If any of the following red LED indications; +5V or +24V, FAN, OHT has lighten up, replace the YPS21 unit. 
",,,,SERVO
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,1510,The communications loop back value of servo I/O communications (JL098) is incorrect. (Communication loop back),Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- EAXA21-CN515
- YIF01-CN113",,,,SERVO
,,,,,YPS21 unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the YPS21 unit: If any of the following red LED indications; +5V or +24V, FAN, OHT has lighten up, replace the YPS21 unit. 
",,,,SERVO
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,1511,The received address of JL098 is unmatched with the sent address.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- EAXA21-CN515
- YIF01-CN113",,,,SERVO
,,,,,YPS21 unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the YPS21 unit: If any of the following red LED indications; +5V or +24V, FAN, OHT has lighten up, replace the YPS21 unit. 
",,,,SERVO
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,1512,The received buffer of JL098 is incorrect.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- EAXA21-CN515
- YIF01-CN113",,,,SERVO
,,,,,YPS21 unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the YPS21 unit: If any of the following red LED indications; +5V or +24V, FAN, OHT has lighten up, replace the YPS21 unit. 
",,,,SERVO
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1303,ARITHMETIC ERROR(SERVO),"An error occurred in control arithmetic process or parameter arithmetic process in EAXA21 board(AXIS board).
This alarm occurs if a control-related parameter calculated from the input parameter (tool file) is not within the specified range.",,"The data [X____] indicates the generation process.
10000: Observer control
20000: High-precision path control
30000: Dynamics
40000: Disturbance observer control
The data [_YYY_] indicates the alarm contents.
The data [____Z] indicates the physical axis number.",Tool file setting error,"(1)Check the following settings.
Reexamine the tool file setting.
(Check the units of mass and center of gravity, positive/negative signs.)",,,,SERVO
,,,,,Motor load error,"(1)Check the followings.
Overload is applied to the manipulator. Correct the tools, the work pieces, and the drive condition.",,,,SERVO
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1304,EX-AXIS BOARD NOT INSTALLED,"This alarm is caused if the external axis board which has not been installed is assigned, or if ""With external axes"" is specified for the system without external axes.",,,Setting error,"(1)Check the following settings.
Check the parameter setting of external axis selection.",,,,SERVO
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- EAXA21-CNAX-EAXB21",,,,SERVO
,,,,,EAXB board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1306,AMPLIFIER TYPE MISMATCH,"When the controller power turned ON, the DX200 system checks the current capacity of the SERVOPACK amplifier in the servo control circuit board. This alarm occurs if there is a difference in the capacity between the set value and the mounted amplifier.",,Sub Code: Signifies the axis in which the alarm occurred,Setting error,"(1)Check the following settings.
- Check the current capacity of the amplifier before/after replacement by the model described in board.
- When the external axis is mounted, check if there is no difference between the amplifier selected at configuration and the amplifier that is actually mounted.
Reference parameter: after SVPxG232",,,,SERVO
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- EAXA21-CN501to 506
- EAXB21-CN531,532,533
- Amplifier-CN581
- EX1SV(Extrnal axis servo pack)-CN591,595
- SGDM(Large Capacity)-CN1",,,,SERVO
,,,,,Module failure(amplifier),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the amplifier. ",,,,SERVO
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1307,ENCODER TYPE MISMATCH,"When the controller power turned ON, the DX200 system checks the encoder type of the manipulator. This alarm occurs if there is a difference between the set value and the mounted encoder.",,Sub Code: Signifies the axis in which the alarm occurred,Setting error,"(1)Check the following settings.
- Check the motor type before and after the replacement.
- When the external axis is mounted, check if there is no difference between the motor selected at configuration and the motor that is actually mounted.",,,,SERVO
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- EAXA21-CN508
- EAXB21-CN534,535,536",,,,SERVO
,,,,,Module failure(encoder),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the encoder.",,,,SERVO
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1308,CONVERTER TYPE MISMATCH,"When the controller power turned ON, the DX200 system checks the converter type. This alarm occurs if there is a difference between the set value and the mounted converter type.",,Sub Code: Signifies the converter in which the alarm occurred,Setting error,"(1)Check the following settings.
- Check the current capacity of the amplifier before/after replacement by the model described in board.
- When the external axis is mounted, check if there is no difference between the converter selected at configuration and the converter that is actually mounted.
Reference parameter: after SVCxB040",,,,SERVO
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- EAXA21-CN507,510
- EAXB21-CN531,532,533
- Converter-CN551,553
- EX1SV(External axis servo pack)-CN591,592",,,,SERVO
,,,,,Module failure(converter),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the converter.",,,,SERVO
,,,,,EAXA21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA21 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
