YRC1000micro,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,}•\1,}•\2,ŹÚŤ×ŕ–ľ(‹ZŹpŽŇ—p),”őŤl
,,,3,Communication status error ,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ACP30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,4,Data consistency error,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ACP30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,5,CRC error,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ACP30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,6,CRC error,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,7,CRC error,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1613,F-SAFE ENCODER COMM. ERR 1,Communication error occurred between the encoder and the ASF30 board.,,"Sub Code: Signifies the axis in which the alarm occurred
",ACP31 board failure(Blown fuse),"If AL1962 ""ACP31 board failure"" occurred simultaneously with this alarm,
replace the controller. Save the CMOS.BIN before replacement to be safe. ",,,,SAFETY
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Module failure(encoder),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1614,F-SAFE ENCODER COMM. ERR 2,Communication error occurred between the encoder for all axes and the ASF30 board.,,,ACP31 board failure(Blown fuse),"If AL1962 ""ACP31 board failure"" occurred simultaneously with this alarm,
replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Module failure(encoder),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1615,F-SAFE SYSTEM ERROR,System error occurred in the ASF30 board. ,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SAFETY
1616,F-SAFE SYSTEM ERROR 1,System error occurred in the ASF30 board. ,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SAFETY
1618,F-SAFE ARITHMETIC ERROR,Arithmetic error occurred in the ASF30 board. ,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SAFETY
1619,F-SAFE PARAMETER ERROR,"Parameter setting value error occurred in the ASF30 board.
",,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1622,F-SAFE DEFECTIVE ENCODER,The ASF30 board has detected a malfunction of the encoder diagnostic data.,,Sub Code: Signifies the axis in which the alarm occurred,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Module failure(encoder),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1623,F-SAFE ENCODER CORR. NUM OVER,"The ASF30 board monitors position information sent from the encoder. If communication error occurrs during a control cycle, it monitors based on the last position data. At that time, if the correction data exceeds the specified value, thi alarm occurs.",,Sub Code: Signifies the axis in which the alarm occurred,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Module failure(encoder),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1625,OPERATION AREA MON. ERR(AXIS),The ASF30 board has detected the manipulator is about to exceed the specified operation area. ,,,Setting error,"(1)Select [ROBOT] to open [ROBOT RANGE] schreen. Set the item to ""INVALID"" and then cycle the power. 
(2)Move the manipulator into the specified range. 
(3)Select [ROBOT] to open [ROBOT RANGE] schreen. Set the item to ""VALID"" and then cycle the power. ",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1626,SAFETY BOARD NOT INSTALLED,This alarm is caused if the ASF30 board which has not been installed is assigned.,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1627,SAFETY BOARD COMM ERROR(SERVO),The communication error occurred between the ASF30 board and the ACP31 board.,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1628,STOPPING POS. MON. ERR(SAFETY),The ASF30 board has detected the manipulator moved while stop monitoring function is activated. ,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1629,OPERATION AREA MON. ERR(ROBOT),The ASF30 board has detected the manipulator is about to exceed the specified operation area. ,,,Setting error,"(1)Select [ROBOT] to open [ROBOT RANGE] schreen. Set the item to ""INVALID"" and then cycle the power. 
(2)Move the manipulator into the specified range. 
(3)Select [ROBOT] to open [ROBOT RANGE] schreen. Set the item to ""VALID"" and then cycle the power. ",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1630,F-SAFE MUTUAL DIAG. ERR(WDT),"The ASF30 board is configured by duplicated systems to check operations each other. Either of the duplicated systems operates abnormally, watchdog check failed.",,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
