NX100,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm number,Alarm Name,Contents,Sub Code,Meaning,Cause,Remedy,1,2,3,Notes
4412,IMPOSSIBLE LINEAR MOTION (L/U),,,,"Interpolation motion could not be performed because of different form of L- and U-axes.
In case the form (folded direction) of L- and U-axes at start point and end point are different except for MOVJ instructions, the robot cannot move.","Perform the teaching again to make the form of L- and U-axes same at start point and end point.
Use a MOVJ instruction.",,,,
4413,IMPOSSIBLE LINEAR MOTION (S/L),,,,"Interpolation motion could not be performed because of different form of S- and L-axes.
In case the form (folded direction) of S- and L-axes at start point and end point are different except for MOVJ instructions, the robot cannot move.","Perform the teaching again to make the form of S- and L-axes same at start point and end point.
Use a MOVJ instruction.",,,,
4414,EXCESSIVE SEGMENT (LOW SPEED),,,,The robot motion speed exceeded the limit (LOW level).,Reduce the speed in the step (move instruction) where the alarm occurred. The robot may be near the singular point. Change the position and orientation of the robot.,,,,
4415,EXCESSIVE SEGMENT (HIGH SPEED),,,,The robot motion speed exceeded the limit (HIGH level).,Reduce the speed in the step (move instruction) where the alarm occurred. The robot may be near the singular point. Change the position and orientation of the robot.,,,,
4416,PULSE LIMIT (MIN.),,,,The robot exceeded its motion limit (pulse limit) in the negative (?) direction.,Change the robot position in the step (move instruction) where the alarm occurred.,,,,
4417,PULSE LIMIT (MAX.),,,,The robot exceeded its motion limit (pulse limit) in the positive (+) direction.,Change the robot position in the step (move instruction) where the alarm occurred.,,,,
4418,CUBE LIMIT (MIN.),,,,The robot TCP exceeded its motion limit (cube limit) in the negative (?) direction.,Change the position in the step (move instruction) where the alarm occurred.,,,,
4419,CUBE LIMIT (MAX.),,,,The robot TCP exceeded its motion limit (cube limit) in the positive (+) direction.,Change the position in the step (move instruction) where the alarm occurred.,,,,
4420,SPECIAL SOFTLIMIT (MIN.),,0,,The robot exceeded its motion limit (special software limit) in the negative (?) direction.,Change the position in the step (move instruction) where the alarm occurred.,,,,
4421,SPECIAL SOFTLIMIT (MAX.),,0,,The robot exceeded its motion limit (special software limit) in the positive (+) direction.,Change the position in the step (move instruction) where the alarm occurred.,,,,
4422,MECHANICAL INTERFERENCE (MIN.),,0,,The robot exceeded its minimum- angle motion limit. (Mechanical interference),Change the position in the step (move instruction) where the alarm occurred.,,,,
4423,MECHANICAL INTERFERENCE (MAX.),,0,,The robot exceeded its maximum- angle motion limit. (Mechanical interference),Change the position in the step (move instruction) where the alarm occurred.,,,,
4424,SPECIAL MECHANICAL INTRF (MIN.),,0,,The robot exceeded its minimum- angle motion limit. (Special mechanical interference),Change the position in the step (move instruction) where the alarm occurred.,,,,
4425,SPECIAL MECHANICAL INTRF (MAX.),,0,,The robot exceeded its maximum- angle motion limit. (Special mechanical interference),Change the position in the step (move instruction) where the alarm occurred.,,,,
4426,PULSE MECHANICAL LIMIT (MIN.),,,,The robot exceeded its motion limit (mechanical limit) in the negative (?) direction.,Change the position in the step (move instruction) where the alarm occurred.,,,,
4427,PULSE MECHANICAL LIMIT (MAX.),,,,The robot exceeded its motion limit (mechanical limit) in the positive (+) direction.,Change the position in the step (move instruction) where the alarm occurred.,,,,
4428,SEGMENT CONTROL ERROR,,,,An error occurred in the real-time processing section that controls the arithmetic section.,,,,,
,,,1,,RT-buffer control command error,"Reset the alarm, and then try again. Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,2,,Segment-receiving control command error,,,,,
,,,3,,No bank priority,,,,,
,,,4,,Answer error at MOVE simulating,,,,,
,,,5,,The value of bank_refresh_flag(x) exceeded its limit.,,,,,
,,,6,,Bank refreshing timing error,,,,,
,,,7,,RT-buffer setting timing error,,,,,
,,,8,,RT-buffer tracking option error,,,,,
,,,9,,The segment was received although the previous segment had not been sent.,,,,,
4429,WRONG SPECIFIED CONTROL GROUP,,,,An error occurred in the robot information at job execution.,,,,,
,,,1,,Control group not designated,"Reset the alarm, and then try again. Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,2,,Slave control-group error,,,,,
,,,3,,Master control-group error,,,,,
,,,4,,Master and Slave control-group error,,,,,
4429,WRONG SPECIFIED CONTROL GROUP,,,,An error occurred in the robot information at job execution.,,,,,
,,,5,,Control-group error for a job file,"Reset the alarm, and then try again. Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,6,,Control-group error for a user coordinate file,,,,,
,,,7,,Control-group error for a calibration file between robots,,,,,
,,,8,,Control-group error for a tool calibration file,,,,,
,,,9,,Control-group error for a reference point,,,,,
,,,10,,Control-group error for prereading- calculation start point (for adv_st_pos),,,,,
,,,11,,Control-group error for the current- value preset position,,,,,
,,,12,,Control-group error for the conveyor prereading-calculation start point,,,,,
,,,13,,Occupation control-group error,,,,,
,,,14,,Control-group error for multi-layer sampling,,,,,
,,,15,,Control-group error for servo hand,,,,,
,,,16,,MRESET control-group error,,,,,
,,,17,,Control-group error for general- purpose area of path correction amount,,,,,
,,,18,,Control-group error for a conveyor calibration file,,,,,
,,,19,,Control-group error for the prereading-calculation start point (for dm_st_pos),,,,,
4430,CPU COMMUNICATIO N ERROR,,,,An error occurred in interrupt process between CPUs.,,,,,
,,,1,,Interrupt processing error between MOTION and system control section,"Reset the alarm, and then try again. Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,2,,Interrupt processing error between MOTION and SL#1,,,,,
,,,3,,Interrupt processing error between MOTION and SL#2,,,,,
,,,4,,Interrupt processing error between MOTION and SL#3,,,,,
,,,5,,Interrupt processing error between MOTION and SL#4,,,,,
,,,6,,Interrupt processing error between MOTION and CV#1,,,,,
,,,7,,Interrupt processing error between MOTION and CV#2,,,,,
,,,8,,Interrupt processing error between MOTION and PS#1,,,,,
,,,9,,Interrupt processing error between MOTION and PS#2,,,,,
4431,JHM ERROR,,,,Data error occurred in job control process.,,,,,
,,,1,,An error occurred in JMS system call when an attempt was made to open a job.,"Reset the alarm, and then try again. Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,2,,No space was found in job handle value storage area when an attempt was made to open a job.,,,,,
,,,3,,No job handle was found.,,,,,
,,,4,,Job control proprietary is incorrect.,,,,,
,,,5,,Job control proprietary could not be changed.,,,,,
,,,6,,An error occurred in exclusive control.,,,,,
4432,INSTRUCTION INTERPRETER ERROR,,,,An error occurred in instruction interpretation/execution process.,,,,,
,,,1,,The intermediate code of the instruction that is to be executed is incorrect.,"Reset the alarm, reselect the job, and then try again.
Delete the instruction where an alarm occurred, and then reregister and execute the instruction.
Delete the job where an alarm occurred, and then reregister and execute the job. If the error occurs again, contact your Yaskawa representative.",,,,
,,,3,,Destination (variable) tag arrangement is incorrect.,,,,,
,,,4,,Tag data type is incorrect.,,,,,
,,,5,,Box number is incorrect.,,,,,
,,,6,,An error occurred in block separation processing of intermediate code.,,,,,
,,,8,,Box number definition is duplicated.,,,,,
,,,9,,Undefined instruction was found at block separation of intermediate code.,,,,,
,,,10,,IPRM is not set.,,,,,
,,,11,,An error occurred in tag data search process.,,,,,
,,,12,,An error occurred move instruction search process.,,,,,
,,,13,,An error occurred reference point search process.,,,,,
,,,14,,Variable information does not exist.,,,,,
,,,16,,An error occurred at position file data reading.,,,,,
,,,17,,Variable data type is not defined.,,,,,
,,,18,,An instruction is included with incorrect intermediate code in expression instruction.,,,,,
,,,19,,The syntax in expression instruction is incorrect.,,,,,
,,,20,,The tag data length is zero when tag data is read.,,,,,
,,,21,,The necessary tag data is not set.,,,,,
,,,22,,"The object to be processed was secret variable in position file control process, so it could not be processed.",,,,,
4432,INSTRUCTION INTERPRETER ERROR,,,,An error occurred in instruction interpretation/execution process.,,,,,
,,,23,,"The object to be processed was position type variable in position file control process, so it could not be processed.","Reset the alarm, reselect the job, and then try again.
Delete the instruction where an alarm occurred, and then reregister and execute the instruction.
Delete the job where an alarm occurred, and then reregister and execute the job. If the error occurs again, contact your Yaskawa representative.",,,,
,,,24,,Job argument settings do not match when a variable is given and/or taken between jobs.,,,,,
,,,25,,An attempt was made to perform undefined operation at four-rule operation instruction.,,,,,
,,,26,,Arithmetic stack used for expression operation exceeded.,,,,,
,,,27,,Arithmetic stack used for expression operation is empty.,,,,,
,,,28,,Operation items are lacking in expression operation and operation processing cannot be performed.,,,,,
